Date,Price,Change 
2020-07-10,51362.00,0.53
2020-07-13,53048.00,3.28
2020-07-14,52649.00,-0.75
2020-07-15,53058.00,0.78
2020-07-16,52610.00,-0.84
2020-07-17,52899.00,0.55
2020-07-20,54005.00,2.09
2020-07-21,57342.00,6.18
2020-07-22,61115.00,6.58
2020-07-23,61190.00,0.12
2020-07-24,61223.00,0.05
2020-07-27,65528.00,7.03
2020-07-28,65004.00,-0.80
2020-07-29,65354.00,0.54
2020-07-30,62670.00,-4.11
2020-07-31,64984.00,3.69
2020-08-03,65748.00,1.18
2020-08-04,69797.00,6.16
2020-08-05,71893.00,3.00
2020-08-06,76052.00,5.78
2020-08-07,74160.00,-2.49
2020-08-10,75394.00,1.66
2020-08-11,66934.00,-11.22
2020-08-12,66753.00,-0.27
2020-08-13,71077.00,6.48
2020-08-14,67171.00,-5.50
2020-08-17,69155.00,2.95
2020-08-18,69505.00,0.51
2020-08-19,67963.00,-2.22
2020-08-20,67595.00,-0.54
2020-08-21,67067.00,-0.78
2020-08-24,65569.00,-2.23
2020-08-25,64007.00,-2.38
2020-08-26,67529.00,5.50
2020-08-27,65190.00,-3.46
2020-08-28,65976.00,1.21
2020-08-31,67318.00,2.03
2020-09-01,68349.00,1.53
2020-09-02,65784.00,-3.75
2020-09-03,64717.00,-1.62
2020-09-04,64663.00,-0.08
2020-09-07,68271.00,5.58
2020-09-08,68494.00,0.33
2020-09-09,68443.00,-0.07
2020-09-10,68991.00,0.80
2020-09-11,67928.00,-1.54
2020-09-14,68965.00,1.53
2020-09-15,68967.00,0.00
2020-09-16,68781.00,-0.27
2020-09-17,68142.00,-0.93
2020-09-18,67877.00,-0.39
2020-09-21,61316.00,-9.67
2020-09-22,61213.00,-0.17
2020-09-23,58488.00,-4.45
2020-09-24,59629.00,1.95
2020-09-25,59027.00,-1.01
2020-09-28,60396.00,2.32
2020-09-29,62466.00,3.43
2020-09-30,59919.00,-4.08
2020-10-01,61145.00,2.05
2020-10-05,61941.00,1.30
2020-10-06,60571.00,-2.21
2020-10-07,60419.00,-0.25
2020-10-08,60519.00,0.17
2020-10-09,62884.00,3.91
2020-10-12,63098.00,0.34
2020-10-13,60542.00,-4.05
2020-10-14,61603.00,1.75
2020-10-15,61535.00,-0.11
2020-10-16,61676.00,0.23
2020-10-19,62095.00,0.68
2020-10-20,63124.00,1.66
2020-10-21,63629.00,0.80
2020-10-22,62615.00,-1.59
2020-10-23,62449.00,-0.27
2020-10-26,61906.00,-0.87
2020-10-27,62281.00,0.61
2020-10-28,60138.00,-3.44
2020-10-29,60172.00,0.06
2020-10-30,60865.00,1.15
2020-11-02,62007.00,1.88
2020-11-03,62685.00,1.09
2020-11-04,61389.00,-2.07
2020-11-05,64253.00,4.67
2020-11-06,65335.00,1.68
2020-11-09,60854.00,-6.86
2020-11-10,63044.00,3.60
2020-11-11,62541.00,-0.80
2020-11-12,62739.00,0.32
2020-11-13,63733.00,1.58
2020-11-14,63608.00,-0.20
2020-11-16,63691.00,0.13
2020-11-17,63248.00,-0.70
2020-11-18,62543.00,-1.11
2020-11-19,61510.00,-1.65
2020-11-20,62158.00,1.05
2020-11-23,60525.00,-2.63
2020-11-24,59621.00,-1.49
2020-11-25,59843.00,0.37
2020-11-26,59873.00,0.05
2020-11-27,58984.00,-1.48
2020-11-30,59122.00,0.23
2020-12-01,61918.00,4.73
2020-12-02,62153.00,0.38
2020-12-03,62682.00,0.85
2020-12-04,62471.00,-0.34
2020-12-07,65499.00,4.85
2020-12-08,65192.00,-0.47
2020-12-09,63499.00,-2.60
2020-12-10,63530.00,0.05
2020-12-11,63735.00,0.32
2020-12-14,63471.00,-0.41
2020-12-15,64853.00,2.18
2020-12-16,65911.00,1.63
2020-12-17,68267.00,3.57
2020-12-18,67907.00,-0.53
2020-12-21,69018.00,1.64
2020-12-22,66871.00,-3.11
2020-12-23,67576.00,1.05
2020-12-24,67509.00,-0.10
2020-12-28,68817.00,1.94
2020-12-29,68097.00,-1.05
2020-12-30,68614.00,0.76
2020-12-31,68105.00,-0.74
2021-01-01,68123.00,0.03
2021-01-04,70036.00,2.81
2021-01-05,70858.00,1.17
2021-01-06,69417.00,-2.03
2021-01-07,69962.00,0.79
2021-01-08,64231.00,-8.19
2021-01-11,65555.00,2.06
2021-01-12,65906.00,0.54
2021-01-13,66021.00,0.17
2021-01-14,66683.00,1.00
2021-01-15,64764.00,-2.88
2021-01-18,65429.00,1.03
2021-01-19,66036.00,0.93
2021-01-20,66990.00,1.44
2021-01-21,67300.00,0.46
2021-01-22,66642.00,-0.98
2021-01-25,66535.00,-0.16
2021-01-27,66536.00,0.00
2021-01-28,67595.00,1.59
2021-01-29,69706.00,3.12
2021-02-01,73666.00,5.68
2021-02-02,67541.00,-8.31
2021-02-03,68565.00,1.52
2021-02-04,66818.00,-2.55
2021-02-05,68738.00,2.87
2021-02-08,70084.00,1.96
2021-02-09,69696.00,-0.55
2021-02-10,68926.00,-1.10
2021-02-11,68492.00,-0.63
2021-02-12,69117.00,0.91
2021-02-15,70129.00,1.46
2021-02-16,69372.00,-1.08
2021-02-17,69231.00,-0.20
2021-02-18,68494.00,-1.06
2021-02-19,69012.00,0.76
2021-02-22,70432.00,2.06
2021-02-23,69341.00,-1.55
2021-02-24,69543.00,0.29
2021-02-25,69276.00,-0.38
2021-02-26,67261.00,-2.91
2021-03-01,67422.00,0.24
2021-03-02,67339.00,-0.12
2021-03-03,66113.00,-1.82
2021-03-04,65476.00,-0.96
2021-03-05,64500.00,-1.49
2021-03-08,65852.00,2.10
2021-03-09,67480.00,2.47
2021-03-10,67475.00,-0.01
2021-03-11,67545.00,0.10
2021-03-12,66844.00,-1.04
2021-03-15,67669.00,1.23
2021-03-16,66919.00,-1.11
2021-03-17,67227.00,0.46
2021-03-18,67747.00,0.77
2021-03-19,67527.00,-0.32
2021-03-22,66331.00,-1.77
2021-03-23,64972.00,-2.05
2021-03-24,65245.00,0.42
2021-03-25,64869.00,-0.58
2021-03-26,64805.00,-0.10
2021-03-29,64174.00,-0.97
2021-03-30,63124.00,-1.64
2021-03-31,63814.00,1.09
2021-04-01,65089.00,2.00
2021-04-05,64562.00,-0.81
2021-04-06,65897.00,2.07
2021-04-07,66634.00,1.12
2021-04-08,67501.00,1.30
2021-04-09,66983.00,-0.77
2021-04-12,66128.00,-1.28
2021-04-13,67656.00,2.31
2021-04-14,67638.00,-0.03
2021-04-15,68540.00,1.33
2021-04-16,68684.00,0.21
2021-04-19,68324.00,-0.52
2021-04-20,68745.00,0.62
2021-04-21,70338.00,2.32
2021-04-22,69218.00,-1.59
2021-04-23,68674.00,-0.79
2021-04-26,68680.00,0.01
2021-04-27,68958.00,0.40
2021-04-28,67786.00,-1.70
2021-04-29,67474.00,-0.46
2021-04-30,67524.00,0.07
2021-05-03,69871.00,3.48
2021-05-04,69441.00,-0.62
2021-05-05,68520.00,-1.33
2021-05-06,71681.00,4.61
2021-05-07,71429.00,-0.35
2021-05-10,71544.00,0.16
2021-05-11,71929.00,0.54
2021-05-12,71121.00,-1.12
2021-05-13,70473.00,-0.91
2021-05-14,71085.00,0.87
2021-05-17,73324.00,3.15
2021-05-18,73196.00,-0.17
2021-05-19,72374.00,-1.12
2021-05-20,72304.00,-0.10
2021-05-21,71049.00,-1.74
2021-05-24,71811.00,1.07
2021-05-25,72140.00,0.46
2021-05-26,71411.00,-1.01
2021-05-27,71719.00,0.43
2021-05-28,71611.00,-0.15
2021-05-31,71898.00,0.40
2021-06-01,72248.00,0.49
2021-06-02,72678.00,0.60
2021-06-03,70810.00,-2.57
2021-06-04,71539.00,1.03
2021-06-07,71817.00,0.39
2021-06-08,71231.00,-0.82
2021-06-09,71884.00,0.92
2021-06-10,71999.00,0.16
2021-06-11,72227.00,0.32
2021-06-14,71879.00,-0.48
2021-06-15,71248.00,-0.88
2021-06-16,71468.00,0.31
2021-06-17,67599.00,-5.41
2021-06-18,67598.00,0.00
2021-06-21,67762.00,0.24
2021-06-22,67515.00,-0.36
2021-06-23,67932.00,0.62
2021-06-24,67733.00,-0.29
2021-06-25,67873.00,0.21
2021-06-28,68141.00,0.39
2021-06-29,67232.00,-1.33
2021-06-30,68135.00,1.34
2021-07-01,68155.00,0.03
2021-07-02,69118.00,1.41
2021-07-05,69254.00,0.20
2021-07-06,69512.00,0.37
2021-07-07,69365.00,-0.21
2021-07-08,68962.00,-0.58
2021-07-09,69297.00,0.49
2021-07-12,69375.00,0.11
2021-07-13,69081.00,-0.42
2021-07-14,69412.00,0.48
2021-07-15,69681.00,0.39
2021-07-16,68319.00,-1.95
2021-07-19,67246.00,-1.57
2021-07-20,66606.00,-0.95
2021-07-21,67137.00,0.80
2021-07-22,67374.00,0.35
2021-07-23,67024.00,-0.52
2021-07-26,67121.00,0.14
2021-07-27,66056.00,-1.59
2021-07-28,66390.00,0.51
2021-07-29,68200.00,2.73
2021-07-30,67847.00,-0.52
2021-08-02,67889.00,0.06
2021-08-03,67914.00,0.04
2021-08-04,67601.00,-0.46
2021-08-05,66998.00,-0.89
2021-08-06,65000.00,-2.98
2021-08-09,62637.00,-3.64
2021-08-10,62636.00,0.00
2021-08-11,62771.00,0.22
2021-08-12,61860.00,-1.45
2021-08-13,63238.00,2.23
2021-08-16,63457.00,0.35
2021-08-17,63226.00,-0.36
2021-08-18,62483.00,-1.18
2021-08-19,62133.00,-0.56
2021-08-20,61721.00,-0.66
2021-08-23,62927.00,1.95
2021-08-24,63474.00,0.87
2021-08-25,63272.00,-0.32
2021-08-26,62723.00,-0.87
2021-08-27,63585.00,1.37
2021-08-30,63025.00,-0.88
2021-08-31,62916.00,-0.17
2021-09-01,63573.00,1.04
2021-09-02,63348.00,-0.35
2021-09-03,63226.00,-0.19
2021-09-06,65292.00,3.27
2021-09-07,64621.00,-1.03
2021-09-08,64183.00,-0.68
2021-09-09,64158.00,-0.04
2021-09-10,63592.00,-0.88
2021-09-13,63299.00,-0.46
2021-09-14,63585.00,0.45
2021-09-15,63293.00,-0.46
2021-09-16,61077.00,-3.50
2021-09-17,59992.00,-1.78
2021-09-20,59609.00,-0.64
2021-09-21,60439.00,1.39
2021-09-22,61180.00,1.23
2021-09-23,60789.00,-0.64
2021-09-24,59955.00,-1.37
2021-09-27,60634.00,1.13
2021-09-28,60464.00,-0.28
2021-09-29,58386.00,-3.44
2021-09-30,59617.00,2.11
2021-10-01,60550.00,1.56
2021-10-04,60953.00,0.67
2021-10-05,60986.00,0.05
2021-10-06,61003.00,0.03
2021-10-07,61258.00,0.42
2021-10-08,61801.00,0.89
2021-10-11,61744.00,-0.09
2021-10-12,61586.00,-0.26
2021-10-13,62887.00,2.11
2021-10-14,63555.00,1.06
2021-10-15,63271.00,-0.45
2021-10-18,63266.00,-0.01
2021-10-19,64450.00,1.87
2021-10-20,65607.00,1.80
2021-10-21,65013.00,-0.91
2021-10-22,65656.00,0.99
2021-10-25,66139.00,0.74
2021-10-26,64989.00,-1.74
2021-10-27,65165.00,0.27
2021-10-28,64931.00,-0.36
2021-10-29,64534.00,-0.61
2021-11-01,64791.00,0.40
2021-11-02,63223.00,-2.42
2021-11-03,62465.00,-1.20
2021-11-04,64120.00,2.65
2021-11-05,64332.00,0.33
2021-11-08,64881.00,0.85
2021-11-09,64570.00,-0.48
2021-11-10,65878.00,2.03
2021-11-11,66965.00,1.65
2021-11-12,67144.00,0.27
2021-11-15,66563.00,-0.87
2021-11-16,66234.00,-0.49
2021-11-17,66625.00,0.59
2021-11-18,65970.00,-0.98
2021-11-19,65556.00,-0.63
2021-11-22,64571.00,-1.50
2021-11-23,62509.00,-3.19
2021-11-24,62635.00,0.20
2021-11-25,63150.00,0.82
2021-11-26,62045.00,-1.75
2021-11-29,61640.00,-0.65
2021-11-30,61646.00,0.01
2021-12-01,61460.00,-0.30
2021-12-02,60653.00,-1.31
2021-12-03,60666.00,0.02
2021-12-06,61270.00,1.00
2021-12-07,61828.00,0.91
2021-12-08,61623.00,-0.33
2021-12-09,60798.00,-1.34
2021-12-10,61151.00,0.58
2021-12-13,61582.00,0.70
2021-12-14,60818.00,-1.24
2021-12-15,60208.00,-1.00
2021-12-16,62151.00,3.23
2021-12-17,62137.00,-0.02
2021-12-20,61417.00,-1.16
2021-12-21,61805.00,0.63
2021-12-22,62188.00,0.62
2021-12-23,62311.00,0.20
2021-12-24,62298.00,-0.02
2021-12-27,62301.00,0.00
2021-12-28,62514.00,0.34
2021-12-29,61838.00,-1.08
2021-12-30,62160.00,0.52
2021-12-31,62660.00,0.80
2022-01-03,61741.00,-1.47
2022-01-04,62226.00,0.79
2022-01-05,62238.00,0.02
2022-01-06,60426.00,-2.91
2022-01-07,60607.00,0.30
2022-01-10,60667.00,0.10
2022-01-11,61103.00,0.72
2022-01-12,61856.00,1.23
2022-01-13,61920.00,0.10
2022-01-14,61603.00,-0.51
2022-01-17,61898.00,0.48
2022-01-18,63019.00,1.81
2022-01-19,64405.00,2.20
2022-01-20,65379.00,1.51
2022-01-21,64806.00,-0.88
2022-01-24,63958.00,-1.31
2022-01-25,64071.00,0.18
2022-01-27,61944.00,-3.32
2022-01-28,61034.00,-1.47
2022-01-31,60976.00,-0.10
2022-02-01,61358.00,0.63
2022-02-02,61503.00,0.24
2022-02-03,60732.00,-1.25
2022-02-04,60849.00,0.19
2022-02-07,62035.00,1.95
2022-02-08,62367.00,0.54
2022-02-09,62688.00,0.51
2022-02-10,63266.00,0.92
2022-02-11,62988.00,-0.44
2022-02-14,64233.00,1.98
2022-02-15,62989.00,-1.94
2022-02-16,63299.00,0.49
2022-02-17,63861.00,0.89
2022-02-18,63902.00,0.06
2022-02-21,63591.00,-0.49
2022-02-22,64345.00,1.19
2022-02-23,64585.00,0.37
2022-02-24,66031.00,2.24
2022-02-25,64023.00,-3.04
2022-02-28,64920.00,1.40
2022-03-01,66999.00,3.20
2022-03-02,66963.00,-0.05
2022-03-03,67008.00,0.07
2022-03-04,67868.00,1.28
2022-03-07,69969.00,3.10
2022-03-08,71385.00,2.02
2022-03-09,69575.00,-2.54
2022-03-10,70471.00,1.29
2022-03-11,70370.00,-0.14
2022-03-14,68844.00,-2.17
2022-03-15,68325.00,-0.75
2022-03-16,67304.00,-1.49
2022-03-17,68446.00,1.70
2022-03-18,67876.00,-0.83
2022-03-21,68349.00,0.70
2022-03-22,67692.00,-0.96
2022-03-23,68264.00,0.85
2022-03-24,69320.00,1.55
2022-03-25,68836.00,-0.70
2022-03-28,68105.00,-1.06
2022-03-29,66947.00,-1.70
2022-03-30,67406.00,0.69
2022-03-31,67487.00,0.12
2022-04-01,66733.00,-1.12
2022-04-04,66295.00,-0.66
2022-04-05,66198.00,-0.15
2022-04-06,66305.00,0.16
2022-04-07,66765.00,0.69
2022-04-08,66992.00,0.34
2022-04-11,67294.00,0.45
2022-04-12,68790.00,2.22
2022-04-13,69466.00,0.98
2022-04-14,69032.00,-0.62
2022-04-18,69976.00,1.37
2022-04-19,68770.00,-1.72
2022-04-20,68406.00,-0.53
2022-04-21,67125.00,-1.87
2022-04-22,66546.00,-0.86
2022-04-25,65116.00,-2.15
2022-04-26,64968.00,-0.23
2022-04-27,64680.00,-0.44
2022-04-28,63917.00,-1.18
2022-04-29,63556.00,-0.56
2022-05-02,62284.00,-2.00
2022-05-03,62482.00,0.32
2022-05-04,61662.00,-1.31
2022-05-05,63065.00,2.28
2022-05-06,62548.00,-0.82
2022-05-09,61497.00,-1.68
2022-05-10,60618.00,-1.43
2022-05-11,60752.00,0.22
2022-05-12,58751.00,-3.29
2022-05-13,59332.00,0.99
2022-05-16,60926.00,2.69
2022-05-17,61156.00,0.38
2022-05-18,60778.00,-0.62
2022-05-19,61564.00,1.29
2022-05-20,61407.00,-0.26
2022-05-23,61303.00,-0.17
2022-05-24,61976.00,1.10
2022-05-25,61534.00,-0.71
2022-05-26,61793.00,0.42
2022-05-27,62116.00,0.52
2022-05-30,61882.00,-0.38
2022-05-31,61125.00,-1.22
2022-06-01,61580.00,0.74
2022-06-02,62336.00,1.23
2022-06-03,61669.00,-1.07
2022-06-06,62299.00,1.02
2022-06-07,62243.00,-0.09
2022-06-08,62026.00,-0.35
2022-06-09,61411.00,-0.99
2022-06-10,61929.00,0.84
2022-06-13,60311.00,-2.61
2022-06-14,59501.00,-1.34
2022-06-15,60697.00,2.01
2022-06-16,61527.00,1.37
2022-06-17,60937.00,-0.96
2022-06-20,60744.00,-0.32
2022-06-21,61271.00,0.87
2022-06-22,60648.00,-1.02
2022-06-23,59504.00,-1.89
2022-06-24,59749.00,0.41
2022-06-27,59946.00,0.33
2022-06-28,59539.00,-0.68
2022-06-29,59061.00,-0.80
2022-06-30,58330.00,-1.24
2022-07-01,57742.00,-1.01
2022-07-04,57800.00,0.10
2022-07-05,60000.00,3.81
2022-07-06,56726.00,-5.46
2022-07-07,56939.00,0.38
2022-07-08,57131.00,0.34
2022-07-11,56925.00,-0.36
2022-07-12,56466.00,-0.81
2022-07-13,57127.00,1.17
2022-07-14,55035.00,-3.66
2022-07-15,55587.00,1.00
2022-07-18,56091.00,0.91
2022-07-19,55727.00,-0.65
2022-07-20,55619.00,-0.19
2022-07-21,55411.00,-0.37
2022-07-22,55131.00,-0.51
2022-07-25,54407.00,-1.31
2022-07-26,54715.00,0.57
2022-07-27,54844.00,0.24
2022-07-28,57619.00,5.06
2022-07-29,58370.00,1.30
2022-08-01,58326.00,-0.08
2022-08-02,57586.00,-1.27
2022-08-03,57554.00,-0.06
2022-08-04,57982.00,0.74
2022-08-05,57364.00,-1.07
2022-08-08,59054.00,2.95
2022-08-09,58791.00,-0.45
2022-08-10,58960.00,0.29
2022-08-11,58377.00,-0.99
2022-08-12,59276.00,1.54
2022-08-16,57665.00,-2.72
2022-08-17,56915.00,-1.30
2022-08-18,56443.00,-0.83
2022-08-19,55496.00,-1.68
2022-08-22,54992.00,-0.91
2022-08-23,55207.00,0.39
2022-08-24,54937.00,-0.49
2022-08-25,55389.00,0.82
2022-08-26,54780.00,-1.10
2022-08-29,54329.00,-0.82
2022-08-30,53357.00,-1.79
2022-08-31,52561.00,-1.49
2022-09-01,51723.00,-1.59
2022-09-02,52637.00,1.77
2022-09-05,52908.00,0.51
2022-09-06,53146.00,0.45
2022-09-07,54027.00,1.66
2022-09-08,54281.00,0.47
2022-09-09,55050.00,1.42
2022-09-12,57491.00,4.43
2022-09-13,56811.00,-1.18
2022-09-14,56986.00,0.31
2022-09-15,56417.00,-1.00
2022-09-16,56720.00,0.54
2022-09-19,56684.00,-0.06
2022-09-20,56343.00,-0.60
2022-09-21,57298.00,1.69
2022-09-22,58027.00,1.27
2022-09-23,56233.00,-3.09
2022-09-26,55352.00,-1.57
2022-09-27,55379.00,0.05
2022-09-28,56528.00,2.07
2022-09-29,56160.00,-0.65
2022-09-30,56858.00,1.24
2022-10-03,60911.00,7.13
2022-10-04,61858.00,1.55
2022-10-05,60767.00,-1.76
2022-10-06,61346.00,0.95
2022-10-07,60785.00,-0.91
2022-10-10,59102.00,-2.77
2022-10-11,58535.00,-0.96
2022-10-12,57325.00,-2.07
2022-10-13,57140.00,-0.32
2022-10-14,55226.00,-3.35
2022-10-17,56307.00,1.96
2022-10-18,56354.00,0.08
2022-10-19,56014.00,-0.60
2022-10-20,56653.00,1.14
2022-10-21,57613.00,1.69
2022-10-24,57748.00,0.23
2022-10-25,58055.00,0.53
2022-10-26,58166.00,0.19
2022-10-27,58278.00,0.19
2022-10-28,57480.00,-1.37
2022-10-31,57678.00,0.34
2022-11-01,58846.00,2.03
2022-11-02,58790.00,-0.10
2022-11-03,58326.00,-0.79
2022-11-04,60538.00,3.79
2022-11-07,60843.00,0.50
2022-11-08,61959.00,1.83
2022-11-09,61561.00,-0.64
2022-11-10,61911.00,0.57
2022-11-11,61571.00,-0.55
2022-11-14,62470.00,1.46
2022-11-15,61590.00,-1.41
2022-11-16,61997.00,0.66
2022-11-17,60978.00,-1.64
2022-11-18,60875.00,-0.17
2022-11-21,60635.00,-0.39
2022-11-22,60986.00,0.58
2022-11-23,61630.00,1.06
2022-11-24,61993.00,0.59
2022-11-25,61676.00,-0.51
2022-11-28,60891.00,-1.27
2022-11-29,61151.00,0.43
2022-11-30,62240.00,1.78
2022-12-01,63905.00,2.68
2022-12-02,64768.00,1.35
2022-12-05,64351.00,-0.64
2022-12-06,65414.00,1.65
2022-12-07,66267.00,1.30
2022-12-08,67034.00,1.16
2022-12-09,68038.00,1.50
2022-12-12,67786.00,-0.37
2022-12-13,68775.00,1.46
2022-12-14,69302.00,0.77
2022-12-15,67818.00,-2.14
2022-12-16,67650.00,-0.25
2022-12-19,67512.00,-0.20
2022-12-20,69642.00,3.15
2022-12-21,69709.00,0.10
2022-12-22,68520.00,-1.71
2022-12-23,69033.00,0.75
2022-12-26,69075.00,0.06
2022-12-27,69801.00,1.05
2022-12-28,69013.00,-1.13
2022-12-29,69767.00,1.09
2022-12-30,69413.00,-0.51
2023-01-02,69571.00,0.23
2023-01-03,69917.00,0.50
2023-01-04,69318.00,-0.86
2023-01-05,68078.00,-1.79
2023-01-06,69155.00,1.58
2023-01-09,68900.00,-0.37
2023-01-10,68363.00,-0.78
2023-01-11,67973.00,-0.57
2023-01-12,68643.00,0.99
2023-01-13,69427.00,1.14
2023-01-16,69786.00,0.52
2023-01-17,69186.00,-0.86
2023-01-18,68227.00,-1.39
2023-01-19,68359.00,0.19
2023-01-20,68547.00,0.28
2023-01-23,67964.00,-0.85
2023-01-24,68542.00,0.85
2023-01-25,68676.00,0.20
2023-01-27,68329.00,-0.51
2023-01-30,68589.00,0.38
2023-01-31,68829.00,0.35
2023-02-01,69841.00,1.47
2023-02-02,70204.00,0.52
2023-02-03,67576.00,-3.74
2023-02-06,67399.00,-0.26
2023-02-07,67529.00,0.19
2023-02-08,67633.00,0.15
2023-02-09,67030.00,-0.89
2023-02-10,66664.00,-0.55
2023-02-13,66144.00,-0.78
2023-02-14,66251.00,0.16
2023-02-15,65421.00,-1.25
2023-02-16,65633.00,0.32
2023-02-17,65631.00,0.00
2023-02-20,65749.00,0.18
2023-02-21,66052.00,0.46
2023-02-22,65438.00,-0.93
2023-02-23,64351.00,-1.66
2023-02-24,63433.00,-1.43
2023-02-27,62964.00,-0.74
2023-02-28,63783.00,1.30
2023-03-01,63935.00,0.24
2023-03-02,63256.00,-1.06
2023-03-03,63654.00,0.63
2023-03-06,64349.00,1.09
2023-03-07,62206.00,-3.33
2023-03-08,61817.00,-0.63
2023-03-09,61984.00,0.27
2023-03-10,62890.00,1.46
2023-03-13,66652.00,5.98
2023-03-14,66956.00,0.46
2023-03-15,67299.00,0.51
2023-03-16,66531.00,-1.14
2023-03-17,68501.00,2.96
2023-03-20,68838.00,0.49
2023-03-21,68394.00,-0.64
2023-03-22,69309.00,1.34
2023-03-23,70212.00,1.30
2023-03-24,70411.00,0.28
2023-03-27,69926.00,-0.69
2023-03-28,70584.00,0.94
2023-03-29,70777.00,0.27
2023-03-30,71774.00,1.41
2023-03-31,72218.00,0.62
2023-04-03,72080.00,-0.19
2023-04-04,74618.00,3.52
2023-04-05,74555.00,-0.08
2023-04-06,74570.00,0.02
2023-04-10,74323.00,-0.33
2023-04-11,75040.00,0.96
2023-04-12,75913.00,1.16
2023-04-13,76927.00,1.34
2023-04-14,75677.00,-1.62
2023-04-17,74812.00,-1.14
2023-04-18,75249.00,0.58
2023-04-19,75472.00,0.30
2023-04-20,75501.00,0.04
2023-04-21,74654.00,-1.12
2023-04-24,74996.00,0.46
2023-04-25,74263.00,-0.98
2023-04-26,73819.00,-0.60
2023-04-27,73959.00,0.19
2023-04-28,74071.00,0.15
2023-05-01,74243.00,0.23
2023-05-02,75045.00,1.08
2023-05-03,75400.00,0.47
2023-05-04,76929.00,2.03
2023-05-05,75760.00,-1.52
2023-05-08,77079.00,1.74
2023-05-09,77456.00,0.49
2023-05-10,76688.00,-0.99
2023-05-11,73808.00,-3.76
2023-05-12,73054.00,-1.02
2023-05-15,73402.00,0.48
2023-05-16,72585.00,-1.11
2023-05-17,72658.00,0.10
2023-05-18,72143.00,-0.71
2023-05-19,73321.00,1.63
2023-05-22,72733.00,-0.80
2023-05-23,72164.00,-0.78
2023-05-24,71086.00,-1.49
2023-05-25,70242.00,-1.19
2023-05-26,71229.00,1.41
2023-05-29,71125.00,-0.15
2023-05-30,71043.00,-0.12
2023-05-31,72102.00,1.49
2023-06-01,72594.00,0.68
2023-06-02,72020.00,-0.79
2023-06-05,71872.00,-0.21
2023-06-06,71956.00,0.12
2023-06-07,71725.00,-0.32
2023-06-08,73670.00,2.71
2023-06-09,73796.00,0.17
2023-06-12,72974.00,-1.11
2023-06-13,72094.00,-1.21
2023-06-14,72651.00,0.77
2023-06-15,72126.00,-0.72
2023-06-16,72688.00,0.78
2023-06-19,72446.00,-0.33
2023-06-20,70387.00,-2.84
2023-06-21,69247.00,-1.62
2023-06-22,68308.00,-1.36
2023-06-23,68083.00,-0.33
2023-06-26,69185.00,1.62
2023-06-27,69341.00,0.23
2023-06-28,69184.00,-0.23
2023-06-29,68189.00,-1.44
2023-06-30,68935.00,1.09
2023-07-03,69312.00,0.55
2023-07-04,69662.00,0.50
2023-07-05,70545.00,1.27
2023-07-06,70324.00,-0.31
2023-07-07,71310.00,1.40
2023-07-10,71365.00,0.08
2023-07-11,71117.00,-0.35
2023-07-12,73546.00,3.42
2023-07-13,75326.00,2.42
2023-07-14,75968.00,0.85
2023-07-17,75567.00,-0.53
2023-07-18,76103.00,0.71
2023-07-19,76409.00,0.40
2023-07-20,75449.00,-1.26
2023-07-21,74970.00,-0.63
2023-07-24,74096.00,-1.17
2023-07-25,74773.00,0.91
2023-07-26,75324.00,0.74
2023-07-27,73747.00,-2.09
2023-07-28,74059.00,0.42
2023-07-31,75427.00,1.85
2023-08-01,73943.00,-1.97
2023-08-02,72960.00,-1.33
2023-08-03,72522.00,-0.60
2023-08-04,72478.00,-0.06
2023-08-07,71268.00,-1.67
2023-08-08,70216.00,-1.48
2023-08-09,69972.00,-0.35
2023-08-10,69981.00,0.01
2023-08-11,69976.00,-0.01
2023-08-14,69954.00,-0.03
2023-08-16,69722.00,-0.33
2023-08-17,70018.00,0.42
2023-08-18,70235.00,0.31
2023-08-21,71662.00,2.03
2023-08-22,71982.00,0.45
2023-08-23,74004.00,2.81
2023-08-24,73568.00,-0.59
2023-08-25,73549.00,-0.03
2023-08-28,73612.00,0.09
2023-08-29,74685.00,1.46
2023-08-30,74637.00,-0.06
2023-08-31,74143.00,-0.66
2023-09-01,73544.00,-0.81
2023-09-04,73060.00,-0.66
2023-09-05,72421.00,-0.87
2023-09-06,72472.00,0.07
2023-09-07,71770.00,-0.97
2023-09-08,71563.00,-0.29
2023-09-11,71942.00,0.53
2023-09-12,71934.00,-0.01
2023-09-13,71419.00,-0.72
2023-09-14,70982.00,-0.61
2023-09-15,72154.00,1.65
2023-09-18,72570.00,0.58
2023-09-19,72569.00,0.00
2023-09-20,73230.00,0.91
2023-09-21,73068.00,-0.22
2023-09-22,73337.00,0.37
2023-09-25,72150.00,-1.62
2023-09-26,71777.00,-0.52
2023-09-27,70549.00,-1.71
2023-09-28,70600.00,0.07
2023-09-29,69857.00,-1.05
2023-10-03,67394.00,-3.53
2023-10-04,66885.00,-0.76
2023-10-05,66768.00,-0.17
2023-10-06,68170.00,2.10
2023-10-09,69094.00,1.36
2023-10-10,68918.00,-0.25
2023-10-11,69426.00,0.74
2023-10-12,69074.00,-0.51
2023-10-13,71287.00,3.20
2023-10-16,71287.00,0.00
2023-10-17,71567.00,0.39
2023-10-18,71895.00,0.46
2023-10-19,71616.00,-0.39
2023-10-20,72909.00,1.81
2023-10-23,72075.00,-1.14
2023-10-24,71786.00,-0.40
2023-10-25,71787.00,0.00
